Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2021-07-24,"Sleepless in Boulder",5.11b,"Ideal 11b. Bats were yelling at me. The first crux, is a fun undercling traverse.",https://www.mountainproject.com/route/105756106/sleepless-in-boulder,1,"Colorado > Boulder > Boulder Canyon > Lower Dream Canyon > Plotinus Wall > Left Side",2.9,-1,Lead,Onsight,Sport,,,4900
2021-07-24,"Lucky Strikes",5.12b,"Got beta from oak and Annie. Annie gave great catch. Got a arm bar to rest at the roof.",https://www.mountainproject.com/route/105755794/lucky-strikes,1,"Colorado > Boulder > Boulder Canyon > Lower Dream Canyon > Plotinus Wall > Left Side",3.1,-1,Lead,Flash,Sport,,,6900
2021-07-17,"The Rotwand Direct","5.11 R",,https://www.mountainproject.com/route/112305362/the-rotwand-direct,1,"Pennsylvania > Southeastern Lowlands > The Edge (Closed)",3.0,-1,,,"Trad, TR",,35,5000
2021-07-10,Psychadelic,"5.10b PG13","Did the bottom into dorsal. I am proud of this scend. Had to fight for it. I made my falling sounds 3 times And poor jack had to belay for it.",https://www.mountainproject.com/route/107363473/psychadelic,1,"New York > The Gunks > Peterskill > m. Crevice right, and Psycho Wall",3.2,-1,Lead,,"Trad, TR",,55,2900
2021-07-10,Exuberance,5.10a,"Top ropes using static to trees. Not so many jugs.  Eric hopped on this first thing and crushed.",https://www.mountainproject.com/route/105910426/exuberance,1,"New York > The Gunks > Peterskill > k. Oops Wall",2.5,-1,,,TR,,60,2600
2021-07-10,"Conor's Corridor  AKA  Santa's Escape","5.7 X","A really fun lead but a bit run out for a bit.  Made an anchor in a small crack at the seat at the top and had a perfect blue tricam puzzle price placement.",https://www.mountainproject.com/route/105910444/conors-corridor-aka-santas-escape,1,"New York > The Gunks > Peterskill > k. Oops Wall",2.9,-1,,,"Trad, TR",,65,1800
2021-07-10,"Pencil & Johnny's Arete","5.9- PG13","Eric climbed up above a bulge where the rope got stuck and therefore couldn't climb any higher. Oak gave good advice to down climb a bit.",https://www.mountainproject.com/route/105910438/pencil-johnnys-arete,1,"New York > The Gunks > Peterskill > k. Oops Wall",2.6,-1,,,"Trad, TR",,65,2300
2021-07-10,Floops,"5.10 PG13","Was gonna do the arete. But the movements on the face felt good.
Oak gave a loving catch.

Running in the rain is my lovest activity!",https://www.mountainproject.com/route/105910456/floops,1,"New York > The Gunks > Peterskill > k. Oops Wall",3.3,-1,,,"Trad, TR",,75,3000
2021-07-10,Oops,5.10-,"Fun lead with good pro. I took some good pics of Annie as it was one of her first 5.10 trad leads",https://www.mountainproject.com/route/105910451/oops,1,"New York > The Gunks > Peterskill > k. Oops Wall",3.6,-1,,,"Trad, TR",,75,2700
2021-07-10,"Dunce's Corner",5.8,"Annie lead this and then oak Climbed it in his bedrock Sandles and even foot jammed!!
I climbed and thought it would be rough in sandles. I didn't footjam tho",https://www.mountainproject.com/route/105958360/dunces-corner,1,"New York > The Gunks > Peterskill > q. Chalkboard Wall",2.5,-1,,,"Trad, TR",,70,2100
2021-07-10,"Bronto Platter","5.6 PG13","Jack lead this while I tried to take a nap. Tom and Lucy had a good time on it I think. Kelsey sat down and read a book.",https://www.mountainproject.com/route/108422740/bronto-platter,1,"New York > The Gunks > Peterskill > q. Chalkboard Wall",3.0,-1,,,"Trad, TR",,70,1600
2021-07-10,"Honey Badger Don't Care","5.7 PG13","Started to rain. Had set up at top with static rope. Annie belayed me while teaching me that oaks family crows when searching for each other. I was unable to crow! The  Annie and ran back to cox parking lot in rain.",https://www.mountainproject.com/route/107322438/honey-badger-dont-care,1,"New York > The Gunks > Peterskill > q. Chalkboard Wall",2.6,-1,,,TR,,70,1800
2021-06-06,"CC Route",5.7,"Didn't chimney much. KelsBelay. Got foot cam up and crux to assist with the layback mantle crux.
Oak did the stretched undercling traverse with the back of his hands.
I ran back to the car for the 5cam",https://www.mountainproject.com/route/106176598/cc-route,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.3,-1,Follow,,Trad,,60,1800
2021-06-06,Boston,"5.5 PG13","Oak setup as last climb of day. Was fun offwidth crack, but lots of ways to cheat it using holds and laybacks. I climbed it really fast. Annie and oak climbed on the Hard slabs to the right and left of this route. Looked techyfun",https://www.mountainproject.com/route/106031901/boston,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.2,-1,TR,,"Trad, TR",,50,1500
2021-06-06,"The Ceiling",5.6,"W Annie. Connected into shock ceiling and strictly. 
P1 Charlie past tree to bolted anchor above roof.
P2-p3 traverse upright to roof dihedral",https://www.mountainproject.com/route/105799687/the-ceiling,1,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",3.5,-1,Lead,,Trad,,275,1600
2021-06-06,"Strictly From Nowhere",5.7,"W Annie. Connected into shock ceiling and strictly. ""Fighting for arm space.""",https://www.mountainproject.com/route/105799704/strictly-from-nowhere,1,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",3.4,-1,Lead,,Trad,,170,1800
2021-06-06,"Travels With Charley","5.8- R","W Annie. Connected into shock ceiling and strictly. Annie insisted I find the ideal 0.3 placement in the roof. I found it with uncertainty. Rappelling down pride rock",https://www.mountainproject.com/route/106134470/travels-with-charley,1,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",2.7,-1,Lead,,Trad,,240,2000
2021-06-05,Roseland,5.9,"Nice warmup to kick off weekend with oak Annie jack kels",https://www.mountainproject.com/route/105821465/roseland,1,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",3.3,-1,Lead,,Trad,,250,2400
2021-06-04,"Farewell to Arms",5.8,"AnnieBelayTold guys I'd do in 10 min.Climbed it pretty fast but then I needed to clean my own gear on the lower and the traverse is far.So left a draw and they returned it to me later.
Traverse is sparse, didn't love.Jack noted slugs dancing in the crack.",https://www.mountainproject.com/route/105804864/farewell-to-arms,1,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",2.9,-1,Lead,,Trad,,90,2100
2021-06-04,"Road Warrior","5.11+ R","Set up by a great lead from any on bird land. Had many difficult moves and oak ""almost ruptured his core"" On a throw to an undercling",https://www.mountainproject.com/route/107333984/road-warrior,1,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",2.9,-1,TR,,"Trad, TR",,90,5300
2021-06-04,"El Kabong","5.12c R","Very fun technical and varied moves. But couldn't do the last 6 feet before the anchors. So tired. Ironically, no one else could either, but Annie got the highest into the dihedral from the crimps.",https://www.mountainproject.com/route/110766938/el-kabong,1,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",3.4,-1,TR,,"Trad, TR",,75,7200
2021-06-04,"Transcontinental Nailway",5.10b,"Tots different on lead. And more fun. Oak followed later and went right with a second rope so that we could top rope el Camino. 
Oak doesn't think the first part is the crux",https://www.mountainproject.com/route/105799676/transcontinental-nailway,1,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",3.5,1,Lead,,Trad,5.10b,100,2900
2021-06-04,"Low Exposure",5.11-,"Annie worked this at the end of a long day for 45 minutes. Brutal conditioning.  I cleaned it and it still isn't easy at all.",https://www.mountainproject.com/route/106456276/low-exposure,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.6,-1,Follow,,Trad,,40,4700
2021-06-04,Apoplexy,5.9,"Oak belayed me. Jack and oak spooked me by saying I should have placed more gear off the ground. I climbed the rest very delicately. Oaks 0.3 placement got kinda stuck when I followed, so I vibrated it to freedom.",https://www.mountainproject.com/route/105840572/apoplexy,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",3.3,-1,Lead,,Trad,,90,2400
2021-05-31,"Cascading Crystal Kaleidoscope (CCK)","5.8 PG13","W Susan. Oak and Annie climbed P1erect next to us. Then they climbed modern times. We did P2-3 linked direct variation. Mirages rope drags really well and was pretty proud of the my pro for the follower. Susan, didn't find it sufficient.",https://www.mountainproject.com/route/105801065/cascading-crystal-kaleidoscope-cck,3,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.8,-1,,,Trad,,250,2100
2021-05-31,Jackie,5.5,"With Susan. Next to Annie and oak on classic. Was wet. Took a picture on Annie crushin some wet slab. While belaying up oak and Susan, Annie told me about wills rope unsheathing in the dark.",https://www.mountainproject.com/route/105812940/jackie,2,"New York > The Gunks > The Trapps > b. Jackie and friends",3.1,-1,,,Trad,,160,1500
2021-04-25,"No Glow",5.9,"P2 only. Given the lack of peeps due to rain, was good opportunity to climb it without the constant rappels. Was a sketchy start off of P2. Roof had big reach. I had done this before, but don&#39;t know who I was with. :(",https://www.mountainproject.com/route/105811547/no-glow,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",2.9,1,Lead,,Trad,,270,2400
2021-04-25,"Keep on Struttin'",5.9+,"w jack. P1, surprised no one mentions the pine tree 40ft up that everyone clearly brushes past.. P2-P3 has some techy moves at the orange face start and at the bolt, fun jugs at the roof. Was dry despite having just rained.",https://www.mountainproject.com/route/105826771/keep-on-struttin,3,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.6,2,Follow,,Trad,,250,2500
2021-04-25,"Modern Times",5.8+,"In the rain. Jack lead P1 in the rain. I previously had climbed P1 in the rain and agree that it is sketch. P2 in the rain though is good tho. Bout had a gun fight with some crows. ",https://www.mountainproject.com/route/105799085/modern-times,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.7,4,Lead,,Trad,,250,2200
2021-04-24,"Kansas City",5.12b/c,"So fun. Launch into rh sidepull. Tiny rf out right, lf toe hook, match, rh to tooth, rf into toe jam, lh to vslot. Lf to heel toe cam, rh up high, launch into rh fist jam, set feet and  bump lh to gaston and then to the end of the hand crack jam. Blast ",https://www.mountainproject.com/route/106442473/kansas-city,1,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.3,4,Lead,Fell/Hung,Trad,,60,7100
2021-04-24,"Inverted Layback",5.9,"Jack lead and stared at the layback for like 5min before pulling it. Lol.  On TR, it is much less stressful.",https://www.mountainproject.com/route/105804922/inverted-layback,2,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.2,4,Follow,,Trad,,140,2400
2021-04-24,"Fat City Direct","5.10d PG13","Lead both pitches. P1 was great roofs and fun moves. But it is overshadowed by the heady move in P2. Jack gave me a little pep talk about how great it's gonna be to watch me scend. I crossed over with my lh to a crimp thumb catch and then out to jug. ",https://www.mountainproject.com/route/105798943/fat-city-direct,1,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.9,4,Lead,Onsight,Trad,,150,3500
2021-04-24,Shitface,"5.10b/c R","Took  fall at the crux. Hard sharp lh crimp after roof. Jack said he had the most fun on this route today. Which is crazy cuz we also climbed Kansas City today!",https://www.mountainproject.com/route/105821473/shitface,1,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",2.9,1,Follow,,"Trad, TR",,75,3100
2021-04-24,"Transcontinental Nailway",5.10b,"Jack lead well through some spicy bits. It was small holds and kinda fun climbing. Nothing was super special about this route.  However, setting up a top rope here would allow for some really great climbing to the left and right.",https://www.mountainproject.com/route/105799676/transcontinental-nailway,1,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",3.5,1,Follow,,Trad,5.10b,100,2900
2021-04-24,"Bird Cage",5.10b,"Maybe I was tired, or maybe it was because I only brought 4 nuts and placed only 1, (plus a standard rack). But I thought the dihedral was PG13. It's a small flaring crack. ",https://www.mountainproject.com/route/105799578/bird-cage,1,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",3.7,2,Lead,Onsight,Trad,"5.10b/c PG13",100,2900
2021-04-12,"Beetle Byway",5.8,"A really neat 8. Set up a top rope here to get pics.  I took pics of Mimi on the 12a left. Eric scent this as his first outdoor 5.8 scend. ",https://www.mountainproject.com/route/108172884/beetle-byway,1,"West Virginia > The New River Gorge Region > Meadow River Gorge > South Side Crags (CLOSED) > The Other Place (CLOSED)",3.3,4,,,Sport,,60,2100
2021-04-10,"Cowboy in the Dirt",5.8,"Another lap. Eric lead it this time and sent!",https://www.mountainproject.com/route/107384091/cowboy-in-the-dirt,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",2.8,3,,,"Sport, TR",,70,2100
2021-04-10,Blimey,5.10b,"Also climbed the 5.11 to the left. Kelsey got the send on it too!  I had trouble finding my right foot at the crux and did not flash",https://www.mountainproject.com/route/109829479/blimey,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",2.7,1,,,Sport,,60,2900
2021-04-10,Blimey,5.10b,"Put up as last route of trip. Eric got on it and felt out all those crimp 5.10 moves. Kinda reminded me of unimpeachable to RR.",https://www.mountainproject.com/route/109829479/blimey,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",2.7,1,,,Sport,,60,2900
2021-04-10,"Warm, Warm Disco",5.11a/b,"Challenging face moves and bit reach before a fun roof and double knee bar",https://www.mountainproject.com/route/106888456/warm-warm-disco,1,"West Virginia > The New River Gorge Region > Meadow River Gorge > South Side Crags (CLOSED) > The Other Place (CLOSED)",2.7,2,,,Sport,,50,4800
2021-04-09,"Gun Lust",5.10c,"Felt like a textbook 10c standard. Going left around the crux makes it a bit easier, but to onsight straight up the line felt more like a 5.11. Susan really liked this route",https://www.mountainproject.com/route/106289170/gun-lust,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Gun Wall",2.3,1,,,Sport,,45,3200
2021-04-09,"Tobacco Road",5.12a/b,"Took 2 tries. Very fun jug traverse with a little boulder problem at the end. Rh far into Gaston crimp in crack. Lh to undercling, rh to jug out right, lf high and go to high jug. Watching Mimi was super helpful. Clip the 6th bolt swinging",https://www.mountainproject.com/route/106070704/tobacco-road,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Coliseum",3.0,4,,,Sport,,100,6800
2021-04-09,"Reckless Abandon",5.12a/b,"Struggled up it at the end of the day. Great route. ",https://www.mountainproject.com/route/105967836/reckless-abandon,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Coliseum",3.6,4,,,Sport,,70,6800
2021-04-09,"The Greatest Show On Earth",5.13a,"Had a tough time getting the rh hand jam (necessary) to stick. Felt really cool, but couldn't get the move. Bruised back of rh hand. Tape up rh more next time. 2 0.3s in roof for pro, then 0.75 at lip. ",https://www.mountainproject.com/route/106913421/the-greatest-show-on-earth,1,"West Virginia > The New River Gorge Region > Meadow River Gorge > Lower Meadow > 3 Greatest Show Area",3.6,1,,,Trad,,90,8600
2021-04-09,"Mighty Dog (aka Lavender Days)",5.13a,"Didn't get to the End of the traverse today. Used roof rh crimp get rf heel hook and then lh roof undercling. ",https://www.mountainproject.com/route/107193060/mighty-dog-aka-lavender-days,1,"West Virginia > The New River Gorge Region > Meadow River Gorge > Lower Meadow > 3 Greatest Show Area",4.0,4,,,Sport,,90,8600
2021-04-09,"Simple Minds",5.11d,"Harder than narcissus. Shawn used a left heel hook to get to 2nd bolt, but jack and I went right with a rf foot jam in the crack and stabbed high with rh. No scend for me.  ",https://www.mountainproject.com/route/108836822/simple-minds,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave",2.2,2,,,Sport,5.12b,40,5500
2021-03-30,"Little Fluffy Clouds",V5,"Would have taken me many more tries if not for Corwins wisdom. Tuesday night with perfect conditions.",https://www.mountainproject.com/route/107954422/little-fluffy-clouds,1,"Pennsylvania > Southeastern Lowlands > Haycock Mountain (Nockamixon) > Caves Trail > Little Fluffy Clouds Area",4.0,4,,,Boulder,,20,20500
2021-01-02,"Rebel Without a Pause",5.11a,"should have gone for rh undercling at crux. did not send. Also climbed with rack for style points. I actually remember climbing this one before with Susan",https://www.mountainproject.com/route/105732527/rebel-without-a-pause,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Right",3.0,-1,,,Sport,,50,4600
2021-01-02,"Thermal Breakdown",5.9+,"Arrived a bit later after hiking with parents for abit. This route has a bit of crux that is harder than 5.9. laura belayed. I climbed with my rack on",https://www.mountainproject.com/route/105849180/thermal-breakdown,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Left",2.1,-1,,,Sport,,50,2500
2021-01-02,"Idiot Parade (aka Need to Rest)",5.10c,"dyno looks vfar, but the holds and feet are so good it is very doable. ",https://www.mountainproject.com/route/105826602/idiot-parade-aka-need-to-rest,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right",2.9,-1,,,Sport,,50,3200
2021-01-02,"Nightmare on Crude Street",5.10d,"plenty of fun rests. while climbing jack got bathang on Friend, so I found one here just to compete for attention.",https://www.mountainproject.com/route/105732548/nightmare-on-crude-street,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right",3.0,-1,,,Sport,,60,3500
2021-01-02,Foe,5.11a,"took 2 attempts. I totally missed some of the holds on the first attempt and I made poor feet selection at the crux. Norm had great catches!",https://www.mountainproject.com/route/106076218/foe,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right",2.8,-1,Lead,,Sport,,40,4600
2021-01-02,Friend,5.10d,"actually had to use the bathang rest after pumping out above it.",https://www.mountainproject.com/route/106076229/friend,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right",2.8,-1,Lead,,Sport,,40,3500
2021-01-01,"Crimson Chrysalis",5.8+,"W jack eric Tom norm. Only ones on route. Super meh route. Good times though. Was very worried about getting rope stuck on the rap. This could be climbed with 12 draws, a single rack 0.2-3 easy. Eric took a first trad fall and gave me and jack an orange.",https://www.mountainproject.com/route/105732281/crimson-chrysalis,9,"Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Cloud Tower",3.6,2,Lead,,Trad,,1000,2200
2020-12-31,Epinephrine,5.9,"W norm. Lonng day. Started up at 7ish. Tower at 1030, topped by 230, car by 530. Fun Chimneys. The rest will be forgotten. Found and left toms belay cert that he dropped. Got passed by simuling van dweller. &#34;Normalize Link pic&#34; at top in log",https://www.mountainproject.com/route/105732422/epinephrine,13,"Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Black Velvet Wall",3.9,4,Lead,,Trad,,1600,2400
2020-12-30,"Levitation 29",5.11b/c,"W jack. &#39;&#39;Twas a safe feelings sport route. P1,2,5were fun, but forgotthe rest. I do not see why LynnHill loves this route. Maybe she conceived her life&#39;s purpose while climbing it. It was fine, but not even my top 30 routes. Jack was nimble on descent.",https://www.mountainproject.com/route/105732443/levitation-29,9,"Nevada > Southern Nevada > Red Rocks > (12) Oak Creek Canyon > Eagle Wall",3.8,-1,,,Trad,,700,5100
2020-12-29,Frogland,5.8,"W eric Amy norm Laura. JKT were climbing Epi. Had long lunch break on top of boulder wedge. My crew was high spirit but I think norm and Laura were cold. Got blister from belaying.",https://www.mountainproject.com/route/105732398/frogland,6,"Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Whiskey Peak > North Face",3.6,-1,Lead,,Trad,,700,2100
2020-12-28,Bushmaster,5.8,"Got pushed here after some rain. I climbed with a racket ball and then I kicked it at the 3rd bolt. I didn&#39;t climb any routes while we were here. Not worth.",https://www.mountainproject.com/route/108315715/bushmaster,1,"Nevada > Southern Nevada > La Madre Range > The Gun Club > Right (North) Wall",2.0,-1,Lead,,Sport,,50,2100
2020-12-28,"Burros Might Fly","5.10b PG13","good fun climb. started to sprinkle a little rain and had to call the day short",https://www.mountainproject.com/route/105918869/burros-might-fly,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right",2.6,-1,Lead,,Sport,,70,2900
2020-12-28,Psychobilly,5.11b,"first route of trip. thought it was Burros. Set it up and took it right back down, lol. Had to crimp pretty hard at crux",https://www.mountainproject.com/route/105826090/psychobilly,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right",2.9,-1,Lead,,Sport,,60,4900
2020-11-29,"Puppy Chow",5.12c,"Got wrecked was too tired from lavender. The undercling beta from Shawn and Jack seemed really hard on the head wall just after roof",https://www.mountainproject.com/route/107138702/puppy-chow,1,"West Virginia > The New River Gorge Region > Meadow River Gorge > Lower Meadow > 3 Greatest Show Area",4.0,4,Lead,Fell/Hung,Sport,,100,7200
2020-11-28,"Mighty Dog (aka Lavender Days)",5.13a,"Great crust roof pull. Mimi had many skillful catches to give to me. Wonderful traverse with heel toe cams. Didn't top out, too tired.",https://www.mountainproject.com/route/107193060/mighty-dog-aka-lavender-days,1,"West Virginia > The New River Gorge Region > Meadow River Gorge > Lower Meadow > 3 Greatest Show Area",4.0,4,Lead,Fell/Hung,Sport,,90,8600
2020-11-28,"Charlotte Corner",5.10a,"Placed  0.3 and nearly fell on it at the first crux 20 feet of the ground. Yelled a bit and Jack was probably wondering was I was doing.  I didn't know either. Carefully placed directional for toms TR battle to come",https://www.mountainproject.com/route/108404483/charlotte-corner,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",3.0,3,,,Trad,5.10b,,2600
2020-11-28,"28 Weeks Later",5.9,"Told Tom this was aimees jugs.  Classic sandbag. Not a bad climb.",https://www.mountainproject.com/route/113748075/28-weeks-later,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",2.4,-1,,,Sport,,65,2400
2020-11-28,"Latch Key Kids",5.10a/b,"Jack took pics for Tom Shawn and I. Shawn, MeMe, and Jack struggled on a 12b to the right that looked like my beta would have been to throw w lh to sloper. Didn't look like a great time. 
Also, we got in trouble for accelerating erosion w nice guy Brian ",https://www.mountainproject.com/route/107540073/latch-key-kids,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",3.4,-1,,,Sport,,70,2800
2020-11-28,"Wendy's Arete",5.7,"Did in Tevas. Tom, joe, and Eric got tinder profile pics on this route. Kelsey belayed all 4 of us in a row.",https://www.mountainproject.com/route/107554557/wendys-arete,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",3.1,-1,,,"Sport, TR",,40,1800
2020-11-28,"Bullet the New Sky",5.12a/b,"Bro of crushgirl came to ask how long we were gonna take.Jack and Shawn and crushgirl crushed it.I fell at and after the roof.Pump rh then lh, then move rf to ledge, bring up lf and then shift weight to rf. Pump rh to crimp, match lh, reach round arete rh",https://www.mountainproject.com/route/106421298/bullet-the-new-sky,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > J) Snake Buttress",3.8,3,,,Sport,5.12a/b,80,6800
2020-11-28,"Stolen Kisses",5.9,"Very adventurous, had to exhale to fit through the chimney at the top. ",https://www.mountainproject.com/route/110196630/stolen-kisses,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > J) Snake Buttress",3.3,4,,,Trad,5.9,100,2400
2020-11-28,Discombobulated,5.11b,"Fell at crimps crux at b2. Had to pop up to rail and went for wrong hold.  I blame Shawn for putting chalk everywhere ;P 
The rent was a supreme crimp route with some nasty lead fall potential. Kelsey back stepped at the top, twice ",https://www.mountainproject.com/route/105948290/discombobulated,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > J) Snake Buttress",3.5,4,,,Sport,5.11b,90,4900
2020-11-28,Legacy,5.11a,"First route of day, Eric belayed well. Sweet double knee bar, unnecessary tho. 3.9 stars.  It was missing something, no sure what.",https://www.mountainproject.com/route/106282216/legacy,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > J) Snake Buttress",3.9,3,,,Sport,5.11a,90,4600
2020-11-28,"Raging Waters",5.11a,"Placed high nut for first crux. Eric belayed. I took pictures at the top of Eric at right on scowl and Jack MeMe and Shawn on motor at left. Got a nice tricam placement. MeMe trusted me while taking photos. ",https://www.mountainproject.com/route/106037600/raging-waters,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > G) Diamond Point",3.5,4,,,Trad,5.11a,90,4600
2020-11-27,Masuko,5.11a,"Satisfying moves of the side pull and less then perfect holds to the top Tom got blood on my Tommy Caldwell 80m rope. Toms hands were wrecked. He still climbed 4 more routes after this",https://www.mountainproject.com/route/106736128/masuko,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",3.8,3,,,Sport,5.10d,70,4600
2020-11-27,Bongo,5.7,"Honestly I thought this was easier barefoot",https://www.mountainproject.com/route/107384080/bongo,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",2.9,-1,,,Sport,,70,1800
2020-11-27,"Cowboy in the Dirt",5.8,"Eric and joe battled up this one!  Joe said this was his favorite route!",https://www.mountainproject.com/route/107384091/cowboy-in-the-dirt,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill",2.8,3,,,"Sport, TR",,70,2100
2020-11-27,"Satisfaction Guaranteed",5.11a/b,"Felt like a short museum of climbing, from the burly start to the crack, then the dessert of crimps into an over hang.  Finish on some sloppers",https://www.mountainproject.com/route/105918469/satisfaction-guaranteed,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Satisfaction Wall",3.8,-1,,,Sport,,65,4800
2020-11-27,Bushman,5.8,"Not bad, I took pics of joe and Eric climbing up this crack.",https://www.mountainproject.com/route/117788397/bushman,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave",2.1,-1,,,Trad,,50,2100
2020-11-27,"That Eight",5.8-,"Was a bit harder that a 7 for sure.  Joe and Eric struggled on some of the moves.",https://www.mountainproject.com/route/105992317/that-eight,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave",2.4,3,,,Sport,5.8,70,2000
2020-11-27,Narcissus,5.12a,"Little hard to onsight, once ya got the beta it's a lovely 12a sequence to the top. At crux, jack went right, but I went left with satisfying toe hook beta.",https://www.mountainproject.com/route/105918466/narcissus,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave",3.6,4,,,Sport,5.12a,55,6600
2020-11-27,"Orange Oswald",5.10a,"Some nice holds and underclings",https://www.mountainproject.com/route/105918472/orange-oswald,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",2.9,-1,,,Sport,,70,2600
2020-11-27,"Chunko Goes Bowling",5.9+,"This is like an easier version of satisfaction guaranteed. lol bit of everything. Tough start though ",https://www.mountainproject.com/route/106002544/chunko-goes-bowling,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",2.6,4,,,Sport,5.9+,80,2500
2020-11-27,"Hippie Dreams",5.7,"Cleaned after Tom and Eric led. (Eric first outdoor lead)",https://www.mountainproject.com/route/105992273/hippie-dreams,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",2.9,-1,,,Sport,,75,1800
2020-11-25,"Weekend Surprise",5.11a,"Good placements. Crux is pulling through the crack towards the roof. I should have used some holds out left that I didn't see till afterwards. Bomber fall on #2 cam tho. Fun juggy roof",https://www.mountainproject.com/route/117114357/weekend-surprise,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Gauley Crag",2.5,3,,,Trad,,60,4600
